language,module,category,deck_id,deck_title,deck_description,item_index,prompt,answer,answers_json,plural_answers_json,infinitive,translation,form_label,tense_tag,person_tag,is_imperfect,source_rank,source_text,story_id,story_title,story_level,story_unlock_percent,story_target_cefr,story_difficulty_notes,story_approx_word_count,story_text,raw_json
es,verbs,imperativo,raer,raer,to scrape,50,imperativo positivo - él/ella/usted,raiga | raya,"[""raiga | raya""]",,raer,to scrape,imperativo positivo - él/ella/usted,imperativo,él_ella_usted,,,,,,,,,,,,"{""verb"": ""raer"", ""form"": {""label"": ""imperativo positivo - él/ella/usted"", ""answer"": ""raiga | raya"", ""tenseTag"": ""imperativo"", ""personTag"": ""él_ella_usted""}}"
es,verbs,imperativo,raer,raer,to scrape,51,imperativo positivo - nosotros,raigamos | rayamos,"[""raigamos | rayamos""]",,raer,to scrape,imperativo positivo - nosotros,imperativo,nosotros,,,,,,,,,,,,"{""verb"": ""raer"", ""form"": {""label"": ""imperativo positivo - nosotros"", ""answer"": ""raigamos | rayamos"", ""tenseTag"": ""imperativo"", ""personTag"": ""nosotros""}}"
es,verbs,imperativo,raer,raer,to scrape,52,imperativo positivo - vosotros,raed,"[""raed""]",,raer,to scrape,imperativo positivo - vosotros,imperativo,vosotros,,,,,,,,,,,,"{""verb"": ""raer"", ""form"": {""label"": ""imperativo positivo - vosotros"", ""answer"": ""raed"", ""tenseTag"": ""imperativo"", ""personTag"": ""vosotros""}}"
es,verbs,imperativo,raer,raer,to scrape,53,imperativo positivo - ellos/ellas/ustedes,raigan | rayan,"[""raigan | rayan""]",,raer,to scrape,imperativo positivo - ellos/ellas/ustedes,imperativo,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""raer"", ""form"": {""label"": ""imperativo positivo - ellos/ellas/ustedes"", ""answer"": ""raigan | rayan"", ""tenseTag"": ""imperativo"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,subjuntivo_futuro,raer,raer,to scrape,54,subjuntivo futuro - yo,rayere,"[""rayere""]",,raer,to scrape,subjuntivo futuro - yo,subjuntivo_futuro,yo,,,,,,,,,,,,"{""verb"": ""raer"", ""form"": {""label"": ""subjuntivo futuro - yo"", ""answer"": ""rayere"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""yo""}}"
es,verbs,subjuntivo_futuro,raer,raer,to scrape,55,subjuntivo futuro,rayeres,"[""rayeres""]",,raer,to scrape,subjuntivo futuro,subjuntivo_futuro,,,,,,,,,,,,,"{""verb"": ""raer"", ""form"": {""label"": ""subjuntivo futuro"", ""answer"": ""rayeres"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": null}}"
es,verbs,subjuntivo_futuro,raer,raer,to scrape,56,subjuntivo futuro - él/ella/usted,rayere,"[""rayere""]",,raer,to scrape,subjuntivo futuro - él/ella/usted,subjuntivo_futuro,él_ella_usted,,,,,,,,,,,,"{""verb"": ""raer"", ""form"": {""label"": ""subjuntivo futuro - él/ella/usted"", ""answer"": ""rayere"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""él_ella_usted""}}"
es,verbs,subjuntivo_futuro,raer,raer,to scrape,57,subjuntivo futuro - nosotros,rayéremos,"[""rayéremos""]",,raer,to scrape,subjuntivo futuro - nosotros,subjuntivo_futuro,nosotros,,,,,,,,,,,,"{""verb"": ""raer"", ""form"": {""label"": ""subjuntivo futuro - nosotros"", ""answer"": ""rayéremos"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""nosotros""}}"
es,verbs,subjuntivo_futuro,raer,raer,to scrape,58,subjuntivo futuro - vosotros,rayereis,"[""rayereis""]",,raer,to scrape,subjuntivo futuro - vosotros,subjuntivo_futuro,vosotros,,,,,,,,,,,,"{""verb"": ""raer"", ""form"": {""label"": ""subjuntivo futuro - vosotros"", ""answer"": ""rayereis"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""vosotros""}}"
es,verbs,subjuntivo_futuro,raer,raer,to scrape,59,subjuntivo futuro - ellos/ellas/ustedes,rayeren,"[""rayeren""]",,raer,to scrape,subjuntivo futuro - ellos/ellas/ustedes,subjuntivo_futuro,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""raer"", ""form"": {""label"": ""subjuntivo futuro - ellos/ellas/ustedes"", ""answer"": ""rayeren"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,infinitivo,europeizar,europeizar,to europeanize,1,infinitivo,europeizar,"[""europeizar""]",,europeizar,to europeanize,infinitivo,infinitivo,,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""infinitivo"", ""answer"": ""europeizar"", ""tenseTag"": ""infinitivo"", ""personTag"": null}}"
es,verbs,gerundio,europeizar,europeizar,to europeanize,2,gerundio,europeizando,"[""europeizando""]",,europeizar,to europeanize,gerundio,gerundio,,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""gerundio"", ""answer"": ""europeizando"", ""tenseTag"": ""gerundio"", ""personTag"": null}}"
es,verbs,participio,europeizar,europeizar,to europeanize,3,participio,europeizado,"[""europeizado""]",,europeizar,to europeanize,participio,participio,,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""participio"", ""answer"": ""europeizado"", ""tenseTag"": ""participio"", ""personTag"": null}}"
es,verbs,presente,europeizar,europeizar,to europeanize,4,presente - yo,europeízo,"[""europeízo""]",,europeizar,to europeanize,presente - yo,presente,yo,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""presente - yo"", ""answer"": ""europeízo"", ""tenseTag"": ""presente"", ""personTag"": ""yo""}}"
es,verbs,presente,europeizar,europeizar,to europeanize,5,presente - tú,europeízas,"[""europeízas""]",,europeizar,to europeanize,presente - tú,presente,tú,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""presente - tú"", ""answer"": ""europeízas"", ""tenseTag"": ""presente"", ""personTag"": ""tú""}}"
es,verbs,presente,europeizar,europeizar,to europeanize,6,presente - vos,europeizás,"[""europeizás""]",,europeizar,to europeanize,presente - vos,presente,vos,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""presente - vos"", ""answer"": ""europeizás"", ""tenseTag"": ""presente"", ""personTag"": ""vos""}}"
es,verbs,presente,europeizar,europeizar,to europeanize,7,presente - él/ella/usted,europeíza,"[""europeíza""]",,europeizar,to europeanize,presente - él/ella/usted,presente,él_ella_usted,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""presente - él/ella/usted"", ""answer"": ""europeíza"", ""tenseTag"": ""presente"", ""personTag"": ""él_ella_usted""}}"
es,verbs,presente,europeizar,europeizar,to europeanize,8,presente - nosotros,europeizamos,"[""europeizamos""]",,europeizar,to europeanize,presente - nosotros,presente,nosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""presente - nosotros"", ""answer"": ""europeizamos"", ""tenseTag"": ""presente"", ""personTag"": ""nosotros""}}"
es,verbs,presente,europeizar,europeizar,to europeanize,9,presente - vosotros,europeizáis,"[""europeizáis""]",,europeizar,to europeanize,presente - vosotros,presente,vosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""presente - vosotros"", ""answer"": ""europeizáis"", ""tenseTag"": ""presente"", ""personTag"": ""vosotros""}}"
es,verbs,presente,europeizar,europeizar,to europeanize,10,presente - ellos/ellas/ustedes,europeízan,"[""europeízan""]",,europeizar,to europeanize,presente - ellos/ellas/ustedes,presente,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""presente - ellos/ellas/ustedes"", ""answer"": ""europeízan"", ""tenseTag"": ""presente"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,imperfecto,europeizar,europeizar,to europeanize,11,imperfecto - yo,europeizaba,"[""europeizaba""]",,europeizar,to europeanize,imperfecto - yo,imperfecto,yo,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""imperfecto - yo"", ""answer"": ""europeizaba"", ""tenseTag"": ""imperfecto"", ""personTag"": ""yo""}}"
es,verbs,imperfecto,europeizar,europeizar,to europeanize,12,imperfecto,europeizabas,"[""europeizabas""]",,europeizar,to europeanize,imperfecto,imperfecto,,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""imperfecto"", ""answer"": ""europeizabas"", ""tenseTag"": ""imperfecto"", ""personTag"": null}}"
es,verbs,imperfecto,europeizar,europeizar,to europeanize,13,imperfecto - él/ella/usted,europeizaba,"[""europeizaba""]",,europeizar,to europeanize,imperfecto - él/ella/usted,imperfecto,él_ella_usted,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""imperfecto - él/ella/usted"", ""answer"": ""europeizaba"", ""tenseTag"": ""imperfecto"", ""personTag"": ""él_ella_usted""}}"
es,verbs,imperfecto,europeizar,europeizar,to europeanize,14,imperfecto - nosotros,europeizábamos,"[""europeizábamos""]",,europeizar,to europeanize,imperfecto - nosotros,imperfecto,nosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""imperfecto - nosotros"", ""answer"": ""europeizábamos"", ""tenseTag"": ""imperfecto"", ""personTag"": ""nosotros""}}"
es,verbs,imperfecto,europeizar,europeizar,to europeanize,15,imperfecto - vosotros,europeizabais,"[""europeizabais""]",,europeizar,to europeanize,imperfecto - vosotros,imperfecto,vosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""imperfecto - vosotros"", ""answer"": ""europeizabais"", ""tenseTag"": ""imperfecto"", ""personTag"": ""vosotros""}}"
es,verbs,imperfecto,europeizar,europeizar,to europeanize,16,imperfecto - ellos/ellas/ustedes,europeizaban,"[""europeizaban""]",,europeizar,to europeanize,imperfecto - ellos/ellas/ustedes,imperfecto,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""imperfecto - ellos/ellas/ustedes"", ""answer"": ""europeizaban"", ""tenseTag"": ""imperfecto"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,indefinido,europeizar,europeizar,to europeanize,17,indefinido - yo,europeicé,"[""europeicé""]",,europeizar,to europeanize,indefinido - yo,indefinido,yo,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""indefinido - yo"", ""answer"": ""europeicé"", ""tenseTag"": ""indefinido"", ""personTag"": ""yo""}}"
es,verbs,indefinido,europeizar,europeizar,to europeanize,18,indefinido,europeizaste,"[""europeizaste""]",,europeizar,to europeanize,indefinido,indefinido,,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""indefinido"", ""answer"": ""europeizaste"", ""tenseTag"": ""indefinido"", ""personTag"": null}}"
es,verbs,indefinido,europeizar,europeizar,to europeanize,19,indefinido - él/ella/usted,europeizó,"[""europeizó""]",,europeizar,to europeanize,indefinido - él/ella/usted,indefinido,él_ella_usted,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""indefinido - él/ella/usted"", ""answer"": ""europeizó"", ""tenseTag"": ""indefinido"", ""personTag"": ""él_ella_usted""}}"
es,verbs,indefinido,europeizar,europeizar,to europeanize,20,indefinido - nosotros,europeizamos,"[""europeizamos""]",,europeizar,to europeanize,indefinido - nosotros,indefinido,nosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""indefinido - nosotros"", ""answer"": ""europeizamos"", ""tenseTag"": ""indefinido"", ""personTag"": ""nosotros""}}"
es,verbs,indefinido,europeizar,europeizar,to europeanize,21,indefinido - vosotros,europeizasteis,"[""europeizasteis""]",,europeizar,to europeanize,indefinido - vosotros,indefinido,vosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""indefinido - vosotros"", ""answer"": ""europeizasteis"", ""tenseTag"": ""indefinido"", ""personTag"": ""vosotros""}}"
es,verbs,indefinido,europeizar,europeizar,to europeanize,22,indefinido - ellos/ellas/ustedes,europeizaron,"[""europeizaron""]",,europeizar,to europeanize,indefinido - ellos/ellas/ustedes,indefinido,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""indefinido - ellos/ellas/ustedes"", ""answer"": ""europeizaron"", ""tenseTag"": ""indefinido"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,futuro,europeizar,europeizar,to europeanize,23,futuro - yo,europeizaré,"[""europeizaré""]",,europeizar,to europeanize,futuro - yo,futuro,yo,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""futuro - yo"", ""answer"": ""europeizaré"", ""tenseTag"": ""futuro"", ""personTag"": ""yo""}}"
es,verbs,futuro,europeizar,europeizar,to europeanize,24,futuro,europeizarás,"[""europeizarás""]",,europeizar,to europeanize,futuro,futuro,,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""futuro"", ""answer"": ""europeizarás"", ""tenseTag"": ""futuro"", ""personTag"": null}}"
es,verbs,futuro,europeizar,europeizar,to europeanize,25,futuro - él/ella/usted,europeizará,"[""europeizará""]",,europeizar,to europeanize,futuro - él/ella/usted,futuro,él_ella_usted,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""futuro - él/ella/usted"", ""answer"": ""europeizará"", ""tenseTag"": ""futuro"", ""personTag"": ""él_ella_usted""}}"
es,verbs,futuro,europeizar,europeizar,to europeanize,26,futuro - nosotros,europeizaremos,"[""europeizaremos""]",,europeizar,to europeanize,futuro - nosotros,futuro,nosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""futuro - nosotros"", ""answer"": ""europeizaremos"", ""tenseTag"": ""futuro"", ""personTag"": ""nosotros""}}"
es,verbs,futuro,europeizar,europeizar,to europeanize,27,futuro - vosotros,europeizaréis,"[""europeizaréis""]",,europeizar,to europeanize,futuro - vosotros,futuro,vosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""futuro - vosotros"", ""answer"": ""europeizaréis"", ""tenseTag"": ""futuro"", ""personTag"": ""vosotros""}}"
es,verbs,futuro,europeizar,europeizar,to europeanize,28,futuro - ellos/ellas/ustedes,europeizarán,"[""europeizarán""]",,europeizar,to europeanize,futuro - ellos/ellas/ustedes,futuro,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""futuro - ellos/ellas/ustedes"", ""answer"": ""europeizarán"", ""tenseTag"": ""futuro"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,condicional,europeizar,europeizar,to europeanize,29,condicional - yo,europeizaría,"[""europeizaría""]",,europeizar,to europeanize,condicional - yo,condicional,yo,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""condicional - yo"", ""answer"": ""europeizaría"", ""tenseTag"": ""condicional"", ""personTag"": ""yo""}}"
es,verbs,condicional,europeizar,europeizar,to europeanize,30,condicional,europeizarías,"[""europeizarías""]",,europeizar,to europeanize,condicional,condicional,,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""condicional"", ""answer"": ""europeizarías"", ""tenseTag"": ""condicional"", ""personTag"": null}}"
es,verbs,condicional,europeizar,europeizar,to europeanize,31,condicional - él/ella/usted,europeizaría,"[""europeizaría""]",,europeizar,to europeanize,condicional - él/ella/usted,condicional,él_ella_usted,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""condicional - él/ella/usted"", ""answer"": ""europeizaría"", ""tenseTag"": ""condicional"", ""personTag"": ""él_ella_usted""}}"
es,verbs,condicional,europeizar,europeizar,to europeanize,32,condicional - nosotros,europeizaríamos,"[""europeizaríamos""]",,europeizar,to europeanize,condicional - nosotros,condicional,nosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""condicional - nosotros"", ""answer"": ""europeizaríamos"", ""tenseTag"": ""condicional"", ""personTag"": ""nosotros""}}"
es,verbs,condicional,europeizar,europeizar,to europeanize,33,condicional - vosotros,europeizaríais,"[""europeizaríais""]",,europeizar,to europeanize,condicional - vosotros,condicional,vosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""condicional - vosotros"", ""answer"": ""europeizaríais"", ""tenseTag"": ""condicional"", ""personTag"": ""vosotros""}}"
es,verbs,condicional,europeizar,europeizar,to europeanize,34,condicional - ellos/ellas/ustedes,europeizarían,"[""europeizarían""]",,europeizar,to europeanize,condicional - ellos/ellas/ustedes,condicional,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""condicional - ellos/ellas/ustedes"", ""answer"": ""europeizarían"", ""tenseTag"": ""condicional"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,subjuntivo_presente,europeizar,europeizar,to europeanize,35,subjuntivo presente - yo,europeíce,"[""europeíce""]",,europeizar,to europeanize,subjuntivo presente - yo,subjuntivo_presente,yo,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo presente - yo"", ""answer"": ""europeíce"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""yo""}}"
es,verbs,subjuntivo_presente,europeizar,europeizar,to europeanize,36,subjuntivo presente,europeíces,"[""europeíces""]",,europeizar,to europeanize,subjuntivo presente,subjuntivo_presente,,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo presente"", ""answer"": ""europeíces"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": null}}"
es,verbs,subjuntivo_presente,europeizar,europeizar,to europeanize,37,subjuntivo presente - él/ella/usted,europeíce,"[""europeíce""]",,europeizar,to europeanize,subjuntivo presente - él/ella/usted,subjuntivo_presente,él_ella_usted,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo presente - él/ella/usted"", ""answer"": ""europeíce"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""él_ella_usted""}}"
es,verbs,subjuntivo_presente,europeizar,europeizar,to europeanize,38,subjuntivo presente - nosotros,europeicemos,"[""europeicemos""]",,europeizar,to europeanize,subjuntivo presente - nosotros,subjuntivo_presente,nosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo presente - nosotros"", ""answer"": ""europeicemos"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""nosotros""}}"
es,verbs,subjuntivo_presente,europeizar,europeizar,to europeanize,39,subjuntivo presente - vosotros,europeicéis,"[""europeicéis""]",,europeizar,to europeanize,subjuntivo presente - vosotros,subjuntivo_presente,vosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo presente - vosotros"", ""answer"": ""europeicéis"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""vosotros""}}"
es,verbs,subjuntivo_presente,europeizar,europeizar,to europeanize,40,subjuntivo presente - ellos/ellas/ustedes,europeícen,"[""europeícen""]",,europeizar,to europeanize,subjuntivo presente - ellos/ellas/ustedes,subjuntivo_presente,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo presente - ellos/ellas/ustedes"", ""answer"": ""europeícen"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,subjuntivo_pasado,europeizar,europeizar,to europeanize,41,subjuntivo pasado - yo,europeizara | europeizase,"[""europeizara | europeizase""]",,europeizar,to europeanize,subjuntivo pasado - yo,subjuntivo_pasado,yo,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo pasado - yo"", ""answer"": ""europeizara | europeizase"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": ""yo""}}"
es,verbs,subjuntivo_pasado,europeizar,europeizar,to europeanize,42,subjuntivo pasado,europeizaras | europeizases,"[""europeizaras | europeizases""]",,europeizar,to europeanize,subjuntivo pasado,subjuntivo_pasado,,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo pasado"", ""answer"": ""europeizaras | europeizases"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": null}}"
es,verbs,subjuntivo_pasado,europeizar,europeizar,to europeanize,43,subjuntivo pasado - él/ella/usted,europeizara | europeizase,"[""europeizara | europeizase""]",,europeizar,to europeanize,subjuntivo pasado - él/ella/usted,subjuntivo_pasado,él_ella_usted,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo pasado - él/ella/usted"", ""answer"": ""europeizara | europeizase"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": ""él_ella_usted""}}"
es,verbs,subjuntivo_pasado,europeizar,europeizar,to europeanize,44,subjuntivo pasado - nosotros,europeizáramos | europeizásemos,"[""europeizáramos | europeizásemos""]",,europeizar,to europeanize,subjuntivo pasado - nosotros,subjuntivo_pasado,nosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo pasado - nosotros"", ""answer"": ""europeizáramos | europeizásemos"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": ""nosotros""}}"
es,verbs,subjuntivo_pasado,europeizar,europeizar,to europeanize,45,subjuntivo pasado - vosotros,europeizarais | europeizaseis,"[""europeizarais | europeizaseis""]",,europeizar,to europeanize,subjuntivo pasado - vosotros,subjuntivo_pasado,vosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo pasado - vosotros"", ""answer"": ""europeizarais | europeizaseis"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": ""vosotros""}}"
es,verbs,subjuntivo_pasado,europeizar,europeizar,to europeanize,46,subjuntivo pasado - ellos/ellas/ustedes,europeizaran | europeizasen,"[""europeizaran | europeizasen""]",,europeizar,to europeanize,subjuntivo pasado - ellos/ellas/ustedes,subjuntivo_pasado,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo pasado - ellos/ellas/ustedes"", ""answer"": ""europeizaran | europeizasen"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,imperativo,europeizar,europeizar,to europeanize,47,imperativo positivo - tú,europeíza,"[""europeíza""]",,europeizar,to europeanize,imperativo positivo - tú,imperativo,tú,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""imperativo positivo - tú"", ""answer"": ""europeíza"", ""tenseTag"": ""imperativo"", ""personTag"": ""tú""}}"
es,verbs,imperativo,europeizar,europeizar,to europeanize,48,imperativo positivo - vos,europeizá,"[""europeizá""]",,europeizar,to europeanize,imperativo positivo - vos,imperativo,vos,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""imperativo positivo - vos"", ""answer"": ""europeizá"", ""tenseTag"": ""imperativo"", ""personTag"": ""vos""}}"
es,verbs,imperativo,europeizar,europeizar,to europeanize,49,imperativo positivo,europeíces,"[""europeíces""]",,europeizar,to europeanize,imperativo positivo,imperativo,,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""imperativo positivo"", ""answer"": ""europeíces"", ""tenseTag"": ""imperativo"", ""personTag"": null}}"
es,verbs,imperativo,europeizar,europeizar,to europeanize,50,imperativo positivo - él/ella/usted,europeíce,"[""europeíce""]",,europeizar,to europeanize,imperativo positivo - él/ella/usted,imperativo,él_ella_usted,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""imperativo positivo - él/ella/usted"", ""answer"": ""europeíce"", ""tenseTag"": ""imperativo"", ""personTag"": ""él_ella_usted""}}"
es,verbs,imperativo,europeizar,europeizar,to europeanize,51,imperativo positivo - nosotros,europeicemos,"[""europeicemos""]",,europeizar,to europeanize,imperativo positivo - nosotros,imperativo,nosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""imperativo positivo - nosotros"", ""answer"": ""europeicemos"", ""tenseTag"": ""imperativo"", ""personTag"": ""nosotros""}}"
es,verbs,imperativo,europeizar,europeizar,to europeanize,52,imperativo positivo - vosotros,europeizad,"[""europeizad""]",,europeizar,to europeanize,imperativo positivo - vosotros,imperativo,vosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""imperativo positivo - vosotros"", ""answer"": ""europeizad"", ""tenseTag"": ""imperativo"", ""personTag"": ""vosotros""}}"
es,verbs,imperativo,europeizar,europeizar,to europeanize,53,imperativo positivo - ellos/ellas/ustedes,europeícen,"[""europeícen""]",,europeizar,to europeanize,imperativo positivo - ellos/ellas/ustedes,imperativo,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""imperativo positivo - ellos/ellas/ustedes"", ""answer"": ""europeícen"", ""tenseTag"": ""imperativo"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,subjuntivo_futuro,europeizar,europeizar,to europeanize,54,subjuntivo futuro - yo,europeizare,"[""europeizare""]",,europeizar,to europeanize,subjuntivo futuro - yo,subjuntivo_futuro,yo,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo futuro - yo"", ""answer"": ""europeizare"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""yo""}}"
es,verbs,subjuntivo_futuro,europeizar,europeizar,to europeanize,55,subjuntivo futuro,europeizares,"[""europeizares""]",,europeizar,to europeanize,subjuntivo futuro,subjuntivo_futuro,,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo futuro"", ""answer"": ""europeizares"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": null}}"
es,verbs,subjuntivo_futuro,europeizar,europeizar,to europeanize,56,subjuntivo futuro - él/ella/usted,europeizare,"[""europeizare""]",,europeizar,to europeanize,subjuntivo futuro - él/ella/usted,subjuntivo_futuro,él_ella_usted,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo futuro - él/ella/usted"", ""answer"": ""europeizare"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""él_ella_usted""}}"
es,verbs,subjuntivo_futuro,europeizar,europeizar,to europeanize,57,subjuntivo futuro - nosotros,europeizáremos,"[""europeizáremos""]",,europeizar,to europeanize,subjuntivo futuro - nosotros,subjuntivo_futuro,nosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo futuro - nosotros"", ""answer"": ""europeizáremos"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""nosotros""}}"
es,verbs,subjuntivo_futuro,europeizar,europeizar,to europeanize,58,subjuntivo futuro - vosotros,europeizareis,"[""europeizareis""]",,europeizar,to europeanize,subjuntivo futuro - vosotros,subjuntivo_futuro,vosotros,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo futuro - vosotros"", ""answer"": ""europeizareis"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""vosotros""}}"
es,verbs,subjuntivo_futuro,europeizar,europeizar,to europeanize,59,subjuntivo futuro - ellos/ellas/ustedes,europeizaren,"[""europeizaren""]",,europeizar,to europeanize,subjuntivo futuro - ellos/ellas/ustedes,subjuntivo_futuro,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""europeizar"", ""form"": {""label"": ""subjuntivo futuro - ellos/ellas/ustedes"", ""answer"": ""europeizaren"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""ellos_ellas_ustedes""}}"
